obs,buy_depvar,date,income,is_female,is_married,has_college,is_pro,is_retired,unemployed,residence_length,dual_income,minors,own,house,white,english,prev_child_mag,prev_parent_mag
448,0,1/1/2020,55000,0,0,1,1,0,0,3,0,0,0,0,1,1,0,0
449,0,1/1/2020,75000,0,1,1,0,0,0,36,1,0,1,1,1,1,0,0
450,0,1/1/2020,41000,1,0,1,1,0,0,32,0,0,0,0,0,1,1,0
451,0,1/1/2020,4000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
452,1,1/1/2020,55000,0,1,1,0,0,0,32,0,1,1,1,0,1,0,0
453,0,1/1/2020,8000,1,1,0,0,0,0,10,1,1,0,1,0,0,0,0
454,1,1/1/2020,75000,1,1,0,1,0,0,7,1,0,1,1,1,1,0,0
455,0,1/1/2020,39000,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
456,0,1/1/2020,24000,1,0,0,1,0,0,3,0,0,0,0,1,1,0,0
457,0,1/1/2020,22000,0,0,0,0,0,0,45,0,0,0,1,1,1,0,0
458,0,1/1/2020,40000,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0
459,0,1/1/2020,62000,1,0,1,1,0,0,14,0,0,1,1,1,1,0,0
460,0,1/1/2020,1000,1,0,0,0,0,0,17,0,1,0,1,0,1,0,0
461,0,1/1/2020,38000,1,1,0,1,0,0,26,1,0,1,1,1,1,0,0
462,0,1/1/2020,19000,1,0,0,0,0,0,19,0,1,0,0,0,1,0,0
463,0,1/1/2020,15000,0,0,0,1,0,0,20,0,1,0,0,1,1,1,0
464,0,1/1/2020,4000,1,0,0,0,0,0,12,0,1,0,1,0,1,0,0
465,0,1/1/2020,11000,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0
466,0,1/1/2020,30000,0,0,1,0,0,0,9,0,0,0,0,1,1,0,0
467,0,1/1/2020,15000,1,0,0,0,0,0,41,0,0,0,1,1,1,0,0
468,0,1/1/2020,33000,0,1,1,0,0,0,3,0,1,0,1,1,1,0,0
469,0,1/1/2020,45000,0,0,1,1,0,0,4,0,0,0,0,1,1,0,0
470,0,1/1/2020,36000,1,0,0,1,0,0,6,0,0,0,1,1,1,0,0
471,0,1/1/2020,11000,1,0,0,0,1,0,58,0,1,0,1,0,1,0,0
472,0,1/1/2020,1000,0,0,0,0,0,0,15,0,1,0,1,0,1,0,0
473,1,1/1/2020,35000,1,1,0,0,0,0,15,1,1,1,1,1,1,1,0
474,0,1/1/2020,13000,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0
475,0,1/1/2020,35000,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
476,0,1/1/2020,29000,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0
477,0,1/1/2020,49000,1,0,1,1,0,0,45,0,0,1,1,1,1,1,1
478,0,1/1/2020,18000,1,0,0,1,0,0,8,0,1,0,1,0,0,0,0
479,0,1/1/2020,39000,1,0,0,1,0,0,4,0,0,1,1,1,1,0,0
480,0,1/1/2020,35000,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0
481,1,1/1/2020,67000,0,1,1,0,0,0,56,1,0,1,0,1,1,0,1
482,0,1/1/2020,9000,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
483,0,1/1/2020,10000,1,0,0,0,0,0,9,0,1,0,1,1,1,0,1
484,0,1/1/2020,2000,1,0,0,0,0,0,9,0,0,0,1,1,1,0,0
485,0,1/1/2020,25000,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0
486,0,1/1/2020,21000,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0
487,0,1/1/2020,37000,0,0,1,1,0,0,28,0,0,0,0,1,1,0,0
488,1,1/1/2020,42000,1,1,1,1,0,0,54,0,0,1,1,1,1,0,0
489,1,1/1/2020,75000,1,1,1,0,0,0,6,0,1,1,0,1,1,0,0
490,0,1/1/2020,12000,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0
491,0,1/1/2020,20000,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0
492,0,1/1/2020,0,1,0,0,0,0,0,16,0,1,0,0,0,1,0,1
493,1,1/1/2020,75000,1,1,0,0,0,0,31,1,0,1,1,1,1,0,1
494,1,1/1/2020,75000,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0
495,0,1/1/2020,36000,0,1,0,0,1,0,40,0,0,1,1,0,1,0,0
496,0,1/1/2020,5000,1,0,0,0,0,0,13,0,0,1,1,0,1,0,0
497,0,1/1/2020,52000,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
498,0,1/1/2020,65000,0,0,0,0,0,0,17,0,1,0,1,0,0,0,0
499,0,1/1/2020,37000,0,0,1,0,0,0,5,0,0,0,1,1,1,0,0
500,0,1/1/2020,55000,1,1,1,1,0,0,8,1,1,1,1,0,1,0,0
501,0,1/1/2020,43000,0,0,0,0,0,0,19,0,1,0,1,0,0,0,0
502,0,1/1/2020,45000,1,0,1,1,0,0,7,0,0,1,1,1,1,0,0
503,0,1/1/2020,27000,1,0,1,0,1,0,9,0,0,0,0,1,1,0,0
504,0,1/1/2020,2000,0,0,0,0,0,0,18,0,1,0,1,1,1,0,0
505,0,1/1/2020,8000,0,0,0,0,0,0,15,0,1,0,1,1,1,1,0
506,0,1/1/2020,6000,0,0,0,0,0,0,15,0,0,0,1,1,1,0,0
507,0,1/1/2020,6000,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
508,1,1/1/2020,75000,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0
509,0,1/1/2020,22000,1,1,0,1,0,0,6,0,0,1,0,1,1,0,0
510,1,1/1/2020,66000,0,0,0,0,0,0,65,0,0,1,1,1,1,0,0
511,0,1/1/2020,54000,0,0,0,1,0,0,15,0,0,1,1,1,1,0,0
512,1,1/1/2020,64000,0,1,0,1,0,0,37,0,1,1,1,1,1,0,0
513,0,1/1/2020,0,1,0,0,0,0,0,17,0,1,0,1,1,1,0,0
514,0,1/1/2020,65000,0,0,1,0,1,0,29,0,0,1,1,1,1,0,0
515,1,1/1/2020,75000,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0
516,1,1/1/2020,58000,0,1,0,0,0,0,13,1,0,1,1,1,1,0,0
517,0,1/1/2020,41000,1,1,0,1,0,0,17,1,1,1,1,1,1,0,0
518,0,1/1/2020,54000,0,0,0,0,0,0,17,0,0,1,1,0,1,0,0
519,0,1/1/2020,39000,0,1,0,0,1,0,22,0,0,1,1,0,1,0,0
520,0,1/1/2020,6000,1,0,0,0,0,0,14,0,1,0,1,0,0,0,0
521,0,1/1/2020,20000,1,1,0,0,0,0,25,1,1,0,1,0,1,0,0
522,0,1/1/2020,5000,0,0,0,0,0,0,16,0,1,0,1,1,0,0,0
523,0,1/1/2020,28000,1,1,0,1,0,0,21,1,0,1,1,1,1,0,0
524,0,1/1/2020,44000,0,1,1,0,1,0,12,0,1,1,1,1,1,0,1
525,1,1/1/2020,70000,1,1,0,1,0,0,9,1,0,1,1,0,1,0,0
526,1,1/1/2020,35000,1,1,0,1,0,0,28,1,1,0,0,0,1,1,0
527,0,1/1/2020,18000,1,0,0,0,0,0,11,0,0,0,1,1,1,0,1
528,0,1/1/2020,34000,0,0,1,0,0,0,39,0,0,1,1,0,1,0,1
529,0,1/1/2020,17000,1,0,0,0,0,0,10,0,0,0,0,1,1,0,0
530,0,1/1/2020,58000,0,0,1,1,0,0,3,0,0,0,0,1,1,0,0
531,0,1/1/2020,70000,1,1,0,0,0,0,12,1,0,1,1,0,1,0,1
532,0,1/1/2020,54000,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
533,0,1/1/2020,49000,0,0,0,1,0,0,3,0,0,0,1,1,1,0,0
534,0,1/1/2020,5000,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0
535,0,1/1/2020,17000,0,0,1,0,0,0,5,0,0,0,1,1,1,0,0
536,1,1/1/2020,64000,0,1,1,0,1,0,72,0,0,1,1,1,1,0,0
537,0,1/1/2020,33000,1,1,0,1,0,0,24,0,1,1,1,1,1,1,0
538,0,1/1/2020,24000,1,0,0,1,0,0,9,0,1,0,0,1,1,0,0
539,0,1/1/2020,49000,0,0,0,0,0,0,12,0,0,0,1,1,1,0,0
540,0,1/1/2020,1000,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
541,0,1/1/2020,17000,1,0,0,1,0,0,35,0,1,0,1,1,1,0,0
542,0,1/1/2020,33000,0,1,0,0,0,0,34,1,1,0,0,1,1,0,0
543,0,1/1/2020,50000,1,1,0,0,0,0,6,1,0,1,1,1,1,0,0
544,0,1/1/2020,58000,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
545,0,1/1/2020,18000,1,0,0,1,0,0,28,0,1,0,0,0,1,0,0
546,0,1/1/2020,4000,1,0,0,0,0,0,21,0,1,0,1,0,1,0,0
547,1,1/1/2020,49000,1,1,0,0,1,0,17,0,0,1,0,1,1,0,0
548,0,1/1/2020,44000,0,0,1,1,0,0,4,0,0,1,0,1,1,0,0
549,0,1/1/2020,8000,0,0,0,0,0,1,23,0,0,0,0,1,1,0,0
550,0,1/1/2020,52000,1,0,0,1,0,0,18,0,0,1,1,0,1,0,0
551,0,1/1/2020,56000,1,0,0,0,0,0,20,0,0,0,0,1,1,0,0
552,0,1/1/2020,25000,0,0,0,0,0,1,16,0,0,1,1,0,1,1,0
553,0,1/1/2020,30000,1,1,0,0,0,0,32,1,1,0,1,1,1,0,0
554,0,1/1/2020,60000,1,0,0,0,0,0,23,0,1,0,1,1,1,0,0
555,0,1/1/2020,35000,1,0,0,0,0,0,25,0,0,0,0,1,1,0,1
556,1,1/1/2020,75000,0,1,1,0,1,0,38,0,0,1,1,1,1,0,0
557,0,1/1/2020,49000,1,1,0,1,0,0,20,1,1,1,1,0,1,0,0
558,0,1/1/2020,8000,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
559,0,1/1/2020,15000,1,0,1,0,0,0,33,0,0,0,1,1,1,0,0
560,0,1/1/2020,19000,1,0,0,0,0,0,34,0,1,0,1,0,1,0,0
561,0,1/1/2020,7000,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0
562,1,1/1/2020,61000,1,1,0,0,0,0,15,0,1,1,1,1,1,0,0
563,1,1/1/2020,75000,1,1,0,0,0,0,23,1,0,1,1,1,1,0,0
564,1,1/1/2020,75000,1,1,0,0,0,0,34,0,1,1,1,1,1,1,0
565,1,1/1/2020,59000,1,0,0,1,0,0,25,0,0,1,1,1,1,0,0
566,0,1/1/2020,12000,1,1,1,1,0,0,7,1,1,1,1,0,1,0,0
567,0,1/1/2020,0,1,0,0,0,1,0,19,0,0,0,0,1,1,0,0
568,0,1/1/2020,26000,1,0,0,1,0,0,52,0,0,1,1,1,1,0,0
569,0,1/1/2020,26000,0,0,0,0,0,0,17,0,1,0,1,0,1,0,0
570,0,1/1/2020,0,1,0,0,0,0,0,18,0,1,0,1,1,1,0,0
571,1,1/1/2020,69000,1,1,0,0,0,0,3,0,1,1,1,1,1,0,0
572,1,1/1/2020,65000,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0
573,0,1/1/2020,7000,0,0,0,0,0,0,8,0,0,1,1,1,1,0,0
574,0,1/1/2020,62000,1,1,1,1,0,0,20,1,1,0,1,1,1,0,0
575,0,1/1/2020,57000,0,1,0,1,0,0,18,1,0,1,1,0,1,0,0
576,0,1/1/2020,5000,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
577,0,1/1/2020,56000,1,1,1,0,0,0,43,0,0,1,1,0,1,0,0
578,0,1/1/2020,67000,1,0,0,0,0,0,10,0,1,0,1,0,0,0,0
579,0,1/1/2020,27000,0,0,0,0,0,0,19,0,1,0,1,1,1,0,0
580,0,1/1/2020,40000,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0
581,0,1/1/2020,46000,1,0,0,0,0,0,12,0,0,1,1,1,1,0,0
582,0,1/1/2020,44000,0,0,1,1,0,0,48,0,0,0,0,1,1,0,0
583,0,1/1/2020,17000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
584,0,1/1/2020,70000,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
585,0,1/1/2020,22000,1,0,0,0,0,0,13,0,0,0,0,1,1,1,0
586,0,1/1/2020,39000,0,0,1,1,0,0,10,0,0,0,0,0,1,0,0
587,0,1/1/2020,8000,0,0,0,0,0,0,16,0,1,0,1,1,1,0,1
588,0,1/1/2020,30000,1,1,1,1,0,0,14,1,1,1,1,1,1,0,0
589,0,1/1/2020,23000,0,0,0,0,0,1,19,0,0,1,1,0,1,0,0
590,0,1/1/2020,32000,1,0,0,1,0,0,40,0,0,0,0,1,1,0,0
591,1,1/1/2020,75000,1,0,0,1,0,0,19,0,1,1,1,1,1,1,0
592,0,1/1/2020,13000,0,1,0,1,0,0,19,1,0,0,0,0,1,0,0
593,0,1/1/2020,17000,0,0,0,0,0,0,18,0,0,0,1,0,1,0,0
594,0,1/1/2020,13000,1,1,0,1,0,0,12,0,0,1,1,1,1,0,0
595,1,1/1/2020,69000,1,0,0,0,0,0,13,0,0,0,0,1,1,0,0
596,0,1/1/2020,14000,0,0,0,1,0,0,22,0,0,0,1,0,1,0,0
597,1,1/1/2020,75000,1,1,1,0,0,0,17,0,0,1,1,1,1,0,0
598,0,1/1/2020,23000,1,0,1,0,0,0,17,0,0,1,1,0,1,0,0
599,0,1/1/2020,46000,1,1,1,0,1,0,68,0,0,1,1,1,1,0,0
600,0,1/1/2020,2000,1,0,0,0,0,0,12,0,1,0,1,0,1,0,0
601,0,1/1/2020,37000,1,1,0,0,0,0,15,0,1,1,1,1,1,0,0
602,0,1/1/2020,14000,1,1,0,0,0,0,28,0,0,0,0,0,1,0,0
603,0,1/1/2020,8000,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0
604,0,1/1/2020,27000,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0
605,0,1/1/2020,5000,0,1,0,0,0,1,32,0,1,1,1,0,0,0,0
606,0,1/1/2020,6000,1,0,0,0,0,0,17,0,1,0,0,1,1,0,0
607,0,1/1/2020,44000,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
608,0,1/1/2020,14000,0,0,0,0,0,0,19,1,0,0,1,0,1,0,0
609,0,1/1/2020,49000,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0
610,1,1/1/2020,75000,1,0,1,0,0,1,23,0,1,0,1,1,1,0,0
611,0,1/1/2020,7000,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0
612,0,1/1/2020,61000,0,1,1,1,0,0,42,0,0,1,1,0,1,0,1
613,0,1/1/2020,42000,0,1,0,0,0,0,57,0,0,1,1,1,1,0,0
614,0,1/1/2020,30000,1,1,0,1,0,0,19,1,1,0,0,1,1,0,1
615,1,1/1/2020,59000,1,1,0,0,0,0,35,0,1,1,1,1,1,0,0
616,0,1/1/2020,38000,0,0,1,1,0,0,3,0,0,0,0,1,1,0,1
617,0,1/1/2020,13000,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0
618,0,1/1/2020,31000,0,0,0,0,0,0,25,0,1,0,1,0,0,0,1
619,0,1/1/2020,24000,0,1,1,0,1,0,23,0,0,1,1,1,1,0,0
620,0,1/1/2020,34000,0,0,1,0,0,0,18,0,0,0,1,0,1,0,0
621,0,1/1/2020,45000,1,0,0,0,0,0,15,0,1,1,1,1,1,0,0
622,0,1/1/2020,3000,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0
623,0,1/1/2020,41000,1,0,0,0,0,0,16,0,1,0,1,1,1,0,0
624,0,1/1/2020,33000,1,0,0,0,0,0,4,0,1,0,1,1,1,0,0
625,1,1/1/2020,75000,0,1,1,1,0,0,13,0,1,1,1,0,1,0,0
626,0,1/1/2020,5000,0,0,0,0,0,0,7,0,1,0,1,1,1,0,0
627,0,1/1/2020,20000,0,0,0,0,0,0,18,0,0,0,1,0,1,0,0
628,0,1/1/2020,23000,1,1,0,0,0,0,27,1,1,0,0,0,1,0,0
629,0,1/1/2020,24000,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0
630,0,1/1/2020,30000,0,1,0,0,0,0,13,1,0,0,0,1,1,0,0
631,0,1/1/2020,18000,1,1,0,0,0,0,4,1,1,0,0,0,1,0,0
632,0,1/1/2020,19000,0,0,0,0,0,0,28,0,0,0,0,1,1,0,0
633,0,1/1/2020,27000,1,0,0,0,0,0,18,0,0,0,1,1,1,0,0
634,0,1/1/2020,10000,0,0,1,1,0,0,7,0,1,0,1,0,0,0,0
635,0,1/1/2020,46000,0,0,1,1,0,0,3,0,0,0,0,1,1,0,1
636,0,1/1/2020,27000,1,0,0,1,0,0,8,0,0,0,0,1,1,0,0
637,0,1/1/2020,29000,0,1,0,0,1,0,19,0,0,1,1,1,1,0,0
638,0,1/1/2020,35000,1,1,0,0,0,0,25,0,1,0,0,1,1,0,0
639,1,1/1/2020,75000,1,1,0,0,0,0,24,1,0,1,1,0,1,1,0
640,0,1/1/2020,37000,1,0,1,1,0,0,11,0,0,0,0,1,1,0,0
641,0,1/1/2020,28000,1,0,0,0,1,0,14,0,0,1,1,1,1,0,0
642,1,1/1/2020,67000,1,0,0,1,0,0,23,0,0,0,1,1,1,0,0
643,1,1/1/2020,75000,0,1,1,1,0,0,25,1,1,1,1,0,1,0,0
644,0,1/1/2020,8000,1,0,0,0,0,0,20,0,1,0,1,1,1,0,0
645,1,1/1/2020,73000,0,1,0,1,0,0,22,1,1,1,1,0,1,0,0
646,0,1/1/2020,22000,1,0,0,0,0,0,41,0,0,0,0,1,1,0,0
647,0,1/1/2020,24000,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
648,0,1/1/2020,28000,1,0,1,1,0,0,10,0,0,0,0,1,1,0,0
649,1,1/1/2020,75000,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0
650,0,1/1/2020,14000,0,0,1,1,0,0,10,0,0,0,0,1,1,0,0
651,0,1/1/2020,47000,0,0,0,0,0,0,10,0,0,0,1,1,1,0,0
652,0,1/1/2020,8000,1,0,0,0,0,0,19,0,0,0,1,0,1,0,0
653,0,1/1/2020,15000,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0
654,0,1/1/2020,10000,1,0,0,0,0,0,23,0,0,0,0,0,1,0,0
655,1,1/1/2020,75000,0,1,0,1,0,0,8,1,1,0,1,1,1,0,0
656,0,1/1/2020,72000,0,0,1,0,1,0,54,0,0,1,1,1,1,0,0
657,0,1/1/2020,33000,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0
658,0,1/1/2020,58000,0,1,1,1,0,0,9,1,1,1,1,1,1,0,0
659,1,1/1/2020,49000,1,1,0,0,0,0,15,0,1,1,1,1,1,0,0
660,0,1/1/2020,27000,1,1,0,0,1,0,28,0,0,1,1,1,1,0,0
661,0,1/1/2020,4000,1,0,0,0,0,0,20,0,1,0,1,1,1,0,0
662,0,1/1/2020,40000,1,0,1,1,0,0,12,0,0,1,1,1,1,0,0
663,0,1/1/2020,75000,1,1,1,0,0,0,3,0,0,1,1,1,1,0,0
664,0,1/1/2020,27000,1,0,0,0,0,0,12,0,1,1,1,1,1,0,0
665,0,1/1/2020,22000,0,0,0,1,0,0,8,0,1,1,1,0,1,0,0
666,0,1/1/2020,8000,1,1,0,0,0,0,18,0,0,1,1,1,0,0,0
667,1,1/1/2020,75000,1,1,1,0,1,0,7,0,0,1,1,1,1,0,0
668,0,1/1/2020,21000,0,1,0,0,0,0,20,0,0,0,0,0,1,0,0
669,0,1/1/2020,27000,1,0,0,0,0,0,6,0,1,1,1,1,1,0,0
670,0,1/1/2020,3000,1,0,0,0,0,0,11,0,1,0,1,0,1,0,0
671,1,1/1/2020,75000,1,1,0,1,0,0,52,0,0,1,1,1,1,0,0
672,1,1/1/2020,51000,1,1,0,1,0,0,10,1,1,1,1,1,1,0,0
673,0,1/1/2020,11000,0,1,0,0,0,1,11,0,1,0,0,0,1,0,0
